Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,519, ,320, ,132, ,59
O1,608,94.7%,522,93.9%,43,100.0%,42,100.0%
O2,698,95.3%,559,94.1%,77,100.0%,56,100.0%
O3,739,95.7%,606,94.7%,65,100.0%,66,100.0%
