Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,320,1.7984375,132,2.109848484848485,59,1.9152542372881356
O1,522 (-202),1.5842911877394636 (0.21414631226053626),43 (89),1.302325581395349 (0.8075229034531359),42 (17),0.9761904761904762 (0.9390637610976594)
O2,559 (-239),1.5268336314847943 (0.27160386851520557),77 (55),1.6233766233766234 (0.4864718614718615),56 (3),1.4017857142857142 (0.5134685230024214)
O3,606 (-286),1.5973597359735974 (0.20107776402640254),65 (67),1.1 (1.0098484848484848),66 (-7),0.9545454545454546 (0.960708782742681)
