Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O0,6 of 11,22 of 35,5 of 17
O1,7 (-1),27 (-5),8 (-3)
O2,7 (-1),27 (-5),9 (-4)
O3,8 (-2),27 (-5),10 (-5)
