Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O2,2092,1.6704110898661568,725,1.7151724137931035,1530,1.642156862745098
O2-aggressive-instcombine,1418 (674),1.6103667136812412 (0.06004437618491565),640 (85),1.4828125 (0.2323599137931034),985 (545),1.315736040609137 (0.326420822135961)
O2-argpromotion,1426 (666),1.6041374474053296 (0.06627364246082723),660 (65),1.496969696969697 (0.21820271682340642),1054 (476),1.3500948766603416 (0.2920619860847564)
O2-callsite-splitting,1412 (680),1.6126062322946175 (0.0578048575715393),656 (69),1.5053353658536586 (0.2098370479394449),1035 (495),1.38743961352657 (0.2547172492185279)
