Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,6 of 11,19 of 35,6 of 17
O1_fcse_follow_jumps,6 (0),19 (0),6 (0)
O1_foptimize_sibling_calls,6 (0),19 (0),6 (0)
O1_fpeephole2,7 (-1),20 (-1),6 (0)
O1_fstore_merging,6 (0),19 (0),6 (0)
