Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O0,8 of 11,24 of 35,7 of 17
O0_fomit_frame_pointer,6 (2),18 (6),4 (3)
O0_fshrink_wrap,8 (0),24 (0),7 (0)
