Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,254,1.874015748031496,39,1.9102564102564104,38,1.8026315789473684
O0_fomit_frame_pointer,244 (10),1.8258196721311475 (0.04819607590034858),45 (-6),1.8888888888888888 (0.021367521367521514),33 (5),1.2424242424242424 (0.5602073365231259)
O0_fshrink_wrap,261 (-7),1.8908045977011494 (-0.016788849669653327),41 (-2),1.9878048780487805 (-0.07754846779237012),36 (2),1.5972222222222223 (0.20540935672514604)
