Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,307, ,211, ,34, ,61
O1,301,91.4%,229,88.6%,22,100.0%,49,100.0%
O2,319,91.8%,223,88.3%,8,100.0%,85,100.0%
O3,410,93.7%,258,89.9%,36,100.0%,112,100.0%
