Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,211,1.6398104265402844,34,1.838235294117647,61,1.6475409836065573
O1,229 (-18),1.5698689956331877 (0.0699414309070967),22 (12),3.0 (-1.161764705882353),49 (12),1.3775510204081634 (0.26998996319839397)
O2,223 (-12),1.5201793721973094 (0.11963105434297505),8 (26),1.875 (-0.03676470588235303),85 (-24),2.0176470588235293 (-0.37010607521697203)
O3,258 (-47),1.3430232558139534 (0.296787170726331),36 (-2),1.7638888888888888 (0.07434640522875813),112 (-51),2.1026785714285716 (-0.4551375878220143)
