Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,551, ,409, ,34, ,102
O1,495,89.7%,389,88.7%,59,98.3%,42,90.5%
O2,537,89.0%,428,88.1%,71,98.6%,35,85.7%
O3,582,91.1%,414,89.1%,110,99.1%,51,92.2%
