Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,409,1.745721271393643,34,2.0,102,2.2794117647058822
O1,389 (20),1.5347043701799485 (0.21101690121369443),59 (-25),2.1186440677966103 (-0.1186440677966103),42 (60),2.1785714285714284 (0.10084033613445387)
O2,428 (-19),1.550233644859813 (0.1954876265338299),71 (-37),1.7887323943661972 (0.21126760563380276),35 (67),1.6857142857142857 (0.5936974789915965)
O3,414 (-5),1.539855072463768 (0.2058661989298749),110 (-76),1.7272727272727273 (0.2727272727272727),51 (51),2.0980392156862746 (0.18137254901960764)
