Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
O1,21,17,87,0,7,24,20,0,0,6
O1_foptimize_sibling_calls,21 (0; 0.0%),17 (0; 0.0%),87 (0; 0.0%),0 (0; 0.0%),7 (0; 0.0%),24 (0; 0.0%),20 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),6 (0; 0.0%)
