Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,3636,1.5514301430143014,2619,1.5549828178694158,2018,1.8924677898909812
O1,2690 (946),1.8178438661710037 (-0.2664137231567023),1390 (1229),1.7215827338129497 (-0.16659991594353385),1845 (173),1.7 (0.19246778989098123)
O2,3280 (356),1.8077743902439025 (-0.25634424722960114),1769 (850),1.5087620124364047 (0.0462208054330111),1702 (316),1.8064042303172738 (0.08606355957370737)
O3,3210 (426),1.7362928348909656 (-0.18486269187666426),1827 (792),1.5971538040503557 (-0.04217098618093984),2087 (-69),1.8315764254911355 (0.06089136439984566)
