Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,8542, ,3636, ,2619, ,2018
O1,6021,93.9%,2690,91.4%,1390,94.6%,1845,96.6%
O2,6932,94.4%,3280,92.9%,1769,95.1%,1702,96.4%
O3,7278,94.5%,3210,93.0%,1827,94.2%,2087,96.8%
