Special Purpose Gadget Introduction Data
Package Variant,Syscall Gadgets,Syscall Gadget Introduction Rate,JOP Dispatcher Gadgets,JOP Dispatcher Gadget Introduction Rate,JOP Dataloader Gadgets,JOP Dataloader Gadget Introduction Rate,JOP Initializer Gadgets,JOP Initializer Gadget Introduction Rate,JOP Trampoline Gadgets,JOP Trampoline Gadget Introduction Rate,COP Dispatcher Gadgets,COP Dispatcher Gadget Introduction Rate,COP Dataloader Gadgets,COP Dataloader Gadget Introduction Rate,COP Initializer Gadgets,COP Initializer Gadget Introduction Rate,COP Strong Trampoline Gadgets,COP Strong Trampoline Gadget Introduction Rate,COP Intra-stack Pivot Gadgets,COP Intra-stack Pivot Gadget Introduction Rate
O0,17, ,25, ,137, ,0, ,23, ,30, ,32, ,0, ,0, ,5
O1,2,50.0%,15,93.3%,30,100.0%,0,0.0%,1,100.0%,16,100.0%,21,100.0%,0,0.0%,0,0.0%,11,100.0%
O2,6,66.7%,19,94.7%,82,97.6%,0,0.0%,12,100.0%,30,100.0%,29,100.0%,0,0.0%,0,0.0%,3,100.0%
O3,2,0.0%,36,97.2%,49,100.0%,0,0.0%,12,100.0%,29,100.0%,21,100.0%,0,0.0%,0,0.0%,5,100.0%
