Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O1,111, ,84, ,19, ,5
O1_foptimize_sibling_calls,111,0.0%,84,0.0%,19,0.0%,5,0.0%
