Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,9854, ,4920, ,2607, ,2241
O0_fomit_frame_pointer,9474,92.4%,4570,91.3%,2534,96.8%,2242,90.1%
O0_tailcallelim,12605,89.6%,6011,83.6%,3546,98.4%,2819,90.9%
