Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,9379, ,4198, ,2319, ,2634
O0_fomit_frame_pointer,8435,90.8%,4079,87.8%,1757,95.2%,2355,92.2%
O0_fshrink_wrap,9216,47.6%,4248,21.5%,2215,80.9%,2525,61.5%
