Special Purpose Gadget Introduction Data
Package Variant,Syscall Gadgets,Syscall Gadget Introduction Rate,JOP Dispatcher Gadgets,JOP Dispatcher Gadget Introduction Rate,JOP Dataloader Gadgets,JOP Dataloader Gadget Introduction Rate,JOP Initializer Gadgets,JOP Initializer Gadget Introduction Rate,JOP Trampoline Gadgets,JOP Trampoline Gadget Introduction Rate,COP Dispatcher Gadgets,COP Dispatcher Gadget Introduction Rate,COP Dataloader Gadgets,COP Dataloader Gadget Introduction Rate,COP Initializer Gadgets,COP Initializer Gadget Introduction Rate,COP Strong Trampoline Gadgets,COP Strong Trampoline Gadget Introduction Rate,COP Intra-stack Pivot Gadgets,COP Intra-stack Pivot Gadget Introduction Rate
O0,0, ,1, ,1, ,0, ,0, ,2, ,1, ,0, ,0, ,0
O0-fbranch-count-reg,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fcombine-stack-adjustments,0,0.0%,0,0.0%,1,0.0%,0,0.0%,0,0.0%,2,0.0%,2,50.0%,0,0.0%,0,0.0%,0,0.0%
O0-fcompare-elim,0,0.0%,1,100.0%,3,66.7%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fcprop-registers,0,0.0%,1,100.0%,3,66.7%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fdefer-pop,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fforward-propagate,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fguess-branch-probability,0,0.0%,0,0.0%,1,0.0%,0,0.0%,0,0.0%,2,0.0%,2,50.0%,0,0.0%,0,0.0%,0,0.0%
O0-fif-conversion,0,0.0%,1,100.0%,3,66.7%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fif-conversion2,0,0.0%,1,100.0%,3,66.7%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-finline-functions-called-once,0,0.0%,1,100.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,2,50.0%,0,0.0%,0,0.0%,0,0.0%
O0-fipa-profile,0,0.0%,0,0.0%,2,50.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fipa-pure-const,0,0.0%,1,100.0%,2,50.0%,0,0.0%,0,0.0%,1,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fipa-reference,0,0.0%,1,100.0%,3,66.7%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fmove-loop-invariants,0,0.0%,1,100.0%,1,0.0%,0,0.0%,0,0.0%,2,0.0%,1,0.0%,0,0.0%,0,0.0%,0,0.0%
O0-fomit-frame-pointer,1,100.0%,1,100.0%,1,0.0%,0,0.0%,0,0.0%,2,100.0%,1,100.0%,0,0.0%,0,0.0%,0,0.0%
