Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O1,13512, ,9443, ,1371, ,2561
O1_fcse_follow_jumps,13318,57.9%,9308,53.7%,1364,80.7%,2525,60.0%
O1_foptimize_sibling_calls,13767,60.1%,9545,55.0%,1290,79.7%,2731,66.6%
O1_fpeephole2,13702,66.1%,9763,64.3%,1284,85.8%,2529,62.1%
O1_fstore_merging,13499,49.2%,9443,44.2%,1427,73.9%,2496,53.0%
