Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O2,223,1.5201793721973094,8,1.875,85,2.0176470588235293
O2_fipa_cp_clone,232 (-9),1.5948275862068966 (-0.07464821400958721),14 (-6),1.0 (0.875),92 (-7),1.9782608695652173 (0.039386189258312054)
