Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O3,5400, ,2839, ,1366, ,998
O3-no-tail-call-elim,5151,66.8%,3063,52.1%,958,96.3%,968,87.2%
