Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O0,9 of 11,30 of 35,12 of 17
O0_fomit_frame_pointer,7 (2),26 (4),10 (2)
O0_fshrink_wrap,9 (0),28 (2),11 (1)
