Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,4667,2.1184915363188344,4201,2.301951916210426,3981,1.8953780457171565
O0-fomit-frame-pointer,5677 (-1010),2.204949797428219 (-0.0864582611093847),2982 (1219),2.028839704896043 (0.2731122113143831),3559 (422),1.8246698510817645 (0.07070819463539202)
O0-tailcallelim,4291 (376),2.0470752738289444 (0.07141626248988997),3553 (648),1.3605403884041656 (0.9414115278062605),3986 (-5),1.4158304064224787 (0.4795476392946778)
