Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,10 of 11,34 of 35,15 of 17
O1-constmerge,8 (2),29 (5),14 (1)
O1-elim-avail-extern,8 (2),29 (5),14 (1)
O1-gvn,9 (1),32 (2),14 (1)
O1-inline,8 (2),29 (5),14 (1)
O1-mldst-motion,8 (2),29 (5),14 (1)
O1-slp-vectorizer,9 (1),32 (2),16 (-1)
