Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O1,1530, ,1117, ,228, ,168
O1_foptimize_sibling_calls,1530,0.0%,1117,0.0%,228,0.0%,168,0.0%
