Special Purpose Gadget Introduction Data
Package Variant,Syscall Gadgets,Syscall Gadget Introduction Rate,JOP Dispatcher Gadgets,JOP Dispatcher Gadget Introduction Rate,JOP Dataloader Gadgets,JOP Dataloader Gadget Introduction Rate,JOP Initializer Gadgets,JOP Initializer Gadget Introduction Rate,JOP Trampoline Gadgets,JOP Trampoline Gadget Introduction Rate,COP Dispatcher Gadgets,COP Dispatcher Gadget Introduction Rate,COP Dataloader Gadgets,COP Dataloader Gadget Introduction Rate,COP Initializer Gadgets,COP Initializer Gadget Introduction Rate,COP Strong Trampoline Gadgets,COP Strong Trampoline Gadget Introduction Rate,COP Intra-stack Pivot Gadgets,COP Intra-stack Pivot Gadget Introduction Rate
O0,4, ,4, ,19, ,0, ,3, ,45, ,10, ,0, ,0, ,3
O1,3,66.7%,7,100.0%,45,100.0%,0,0.0%,4,75.0%,13,92.3%,14,100.0%,0,0.0%,0,0.0%,5,100.0%
O2,2,50.0%,8,100.0%,49,100.0%,0,0.0%,0,0.0%,10,100.0%,14,100.0%,0,0.0%,0,0.0%,2,100.0%
O3,4,75.0%,9,100.0%,48,100.0%,0,0.0%,4,100.0%,7,100.0%,18,100.0%,0,0.0%,0,0.0%,2,100.0%
