Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,1389,1.668106551475882,731,1.8604651162790697,2021,2.1298861949529937
O1,2209 (-820),1.6534631054775917 (0.014643445998290261),841 (-110),1.629013079667063 (0.23145203661200675),1227 (794),1.6682966585167074 (0.4615895364362863)
O2,2092 (-703),1.6704110898661568 (-0.0023045383902748906),725 (6),1.7151724137931035 (0.14529270248596626),1530 (491),1.642156862745098 (0.4877293322078957)
O3,2112 (-723),1.652462121212121 (0.015644430263760833),814 (-83),1.8464373464373465 (0.01402776984172327),1460 (561),1.540068493150685 (0.5898177018023087)
