Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,922,1.972885032537961,546,2.0137362637362637,504,1.8293650793650793
O1,1240 (-318),1.5608870967741935 (0.41199793576376753),399 (147),1.8283208020050126 (0.18541546173125112),274 (230),1.8047445255474452 (0.02462055381763406)
O2,1210 (-288),1.6537190082644628 (0.31916602427349816),401 (145),1.6184538653366582 (0.39528239839960544),361 (143),2.1274238227146816 (-0.29805874334960225)
O3,1337 (-415),1.6192969334330591 (0.35358809910490185),483 (63),1.5631469979296067 (0.45058926580665704),389 (115),2.0989717223650386 (-0.2696066429999593)
