Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,8 of 11,31 of 35,13 of 17
O1_fcse_follow_jumps,8 (0),29 (2),12 (1)
O1_foptimize_sibling_calls,8 (0),29 (2),11 (2)
O1_fpeephole2,9 (-1),28 (3),13 (0)
O1_fstore_merging,9 (-1),29 (2),12 (1)
