Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,1568, ,590, ,693, ,261
O1,1530,95.6%,1117,95.5%,228,96.1%,168,94.6%
O2,1568,95.7%,1129,95.1%,262,97.7%,165,95.8%
O3,1585,95.3%,1148,95.3%,259,96.1%,152,93.4%
