Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,590,1.897457627118644,693,2.4220779220779223,261,1.706896551724138
O1,1117 (-527),1.7533572068039391 (0.14410042031470494),228 (465),1.0021929824561404 (1.4198849396217819),168 (93),1.2261904761904763 (0.4807060755336616)
O2,1129 (-539),1.7271922054915854 (0.1702654216270587),262 (431),1.2767175572519085 (1.1453603648260138),165 (96),1.4545454545454546 (0.2523510971786833)
O3,1148 (-558),1.7630662020905923 (0.1343914250280518),259 (434),1.1718146718146718 (1.2502632502632505),152 (109),1.4901315789473684 (0.21676497277676954)
