Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,335, ,223, ,56, ,52
O1,451,93.1%,342,91.2%,55,100.0%,42,97.6%
O2,462,93.7%,348,91.7%,60,100.0%,41,100.0%
O3,449,93.8%,335,91.6%,48,100.0%,52,100.0%
