Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,223,1.9551569506726458,56,2.3392857142857144,52,1.8269230769230769
O1,342 (-119),1.4078947368421053 (0.5472622138305405),55 (1),1.7181818181818183 (0.6211038961038962),42 (10),2.511904761904762 (-0.684981684981685)
O2,348 (-125),1.478448275862069 (0.4767086748105769),60 (-4),2.025 (0.3142857142857145),41 (11),2.3292682926829267 (-0.5023452157598498)
O3,335 (-112),1.6328358208955225 (0.32232112977712335),48 (8),1.7083333333333333 (0.6309523809523812),52 (0),1.9326923076923077 (-0.10576923076923084)
