Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,350, ,238, ,47, ,60
O1,495,92.5%,424,92.7%,28,96.4%,40,90.0%
O2,343,89.5%,274,88.7%,35,100.0%,29,86.2%
O3,442,91.4%,322,89.8%,85,100.0%,28,85.7%
