Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,238,1.7878151260504203,47,1.851063829787234,60,2.025
O1,424 (-186),1.6025943396226414 (0.18522078642777884),28 (19),1.6964285714285714 (0.15463525835866254),40 (20),2.3 (-0.2749999999999999)
O2,274 (-36),1.3759124087591241 (0.4119027172912961),35 (12),1.2428571428571429 (0.6082066869300911),29 (31),1.8620689655172413 (0.16293103448275859)
O3,322 (-84),1.4891304347826086 (0.2986846912678116),85 (-38),1.2 (0.651063829787234),28 (32),2.4107142857142856 (-0.3857142857142857)
