Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O2,6506, ,1402, ,696, ,4304
O2-aggressive-instcombine,4871,97.4%,1134,94.5%,1028,97.0%,2634,98.7%
O2-argpromotion,4723,97.3%,1128,94.5%,987,97.1%,2537,98.7%
O2-callsite-splitting,4873,97.3%,1144,94.6%,1107,97.5%,2540,98.5%
