Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O2,1402,1.6900855920114122,696,1.9827586206896552,4304,1.6967936802973977
O2-aggressive-instcombine,1134 (268),1.873456790123457 (-0.18337119811204472),1028 (-332),1.924124513618677 (0.05863410707097816),2634 (1670),1.6797646165527715 (0.017029063744626205)
O2-argpromotion,1128 (274),1.886968085106383 (-0.19688249309497086),987 (-291),2.0344478216818644 (-0.051689200992209194),2537 (1767),1.6649586125344895 (0.03183506776290823)
O2-callsite-splitting,1144 (258),1.8833041958041958 (-0.19321860379278366),1107 (-411),1.9024390243902438 (0.08031959629941143),2540 (1764),1.6883858267716536 (0.008407853525744136)
