Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O1,290, ,237, ,31, ,21
O1_fcse_follow_jumps,325,42.5%,267,35.2%,31,71.0%,24,83.3%
O1_foptimize_sibling_calls,293,37.5%,235,25.1%,38,84.2%,17,100.0%
O1_fpeephole2,319,48.3%,234,32.9%,45,86.7%,36,97.2%
O1_fstore_merging,290,0.0%,237,0.0%,31,0.0%,21,0.0%
