Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,4667,2.1184915363188344,4201,2.301951916210426,3981,1.8953780457171565
O1,9866 (-5199),1.8123352929251977 (0.3061562433936367),4246 (-45),1.763188883655205 (0.5387630325552211),4682 (-701),1.6975651431012388 (0.19781290261591766)
O2,6458 (-1791),1.8237844533911427 (0.29470708292769165),2181 (2020),1.7773956900504355 (0.5245562261599905),3440 (541),1.697529069767442 (0.19784897594971462)
O3,6578 (-1911),1.8389328063241106 (0.27955872999472375),2139 (2062),1.7933613838242168 (0.5085905323862092),3458 (523),1.6509543088490457 (0.2444237368681108)
