Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,13198, ,4667, ,4201, ,3981
O1,19177,98.2%,9866,97.7%,4246,98.6%,4682,98.8%
O2,12266,97.6%,6458,96.9%,2181,98.1%,3440,98.6%
O3,12362,97.5%,6578,96.9%,2139,97.8%,3458,98.5%
