Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,341,1.747800586510264,311,2.6061093247588425,100,1.81
O0_fomit_frame_pointer,291 (50),1.506872852233677 (0.24092773427658698),94 (217),1.702127659574468 (0.9039816651843744),104 (-4),2.264423076923077 (-0.45442307692307704)
O0_fshrink_wrap,339 (2),1.7581120943952802 (-0.010311507885016225),308 (3),2.607142857142857 (-0.0010335323840147126),104 (-4),1.8028846153846154 (0.0071153846153846345)
