Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,770, ,341, ,311, ,100
O0_fomit_frame_pointer,500,84.0%,291,78.7%,94,92.6%,104,89.4%
O0_fshrink_wrap,768,20.8%,339,2.1%,308,27.3%,104,60.6%
