Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O0,9 of 11,34 of 35,15 of 17
O0_fomit_frame_pointer,7 (2),29 (5),11 (4)
O0_fshrink_wrap,9 (0),32 (2),15 (0)
