Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
O1,1,66,147,0,10,52,41,0,0,3
O1_foptimize_sibling_calls,1 (0; 0.0%),66 (0; 0.0%),147 (0; 0.0%),0 (0; 0.0%),10 (0; 0.0%),52 (0; 0.0%),41 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),3 (0; 0.0%)
