Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O3,1585, ,1148, ,259, ,152
O3-no-tail-call-elim,1909,64.1%,1110,45.3%,504,88.5%,270,93.0%
