Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,19472, ,11147, ,3346, ,4644
O1,12696,96.4%,7292,95.3%,1803,97.1%,3397,98.3%
O2,13537,96.7%,7352,95.6%,2703,98.0%,3259,98.1%
O3,13228,96.8%,6569,95.2%,2709,98.3%,3739,98.6%
