Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,11147,1.8677222571095362,3346,2.121936640765093,4644,1.7786391042204996
O1,7292 (3855),1.818019747668678 (0.0497025094408583),1803 (1543),1.8571824736550193 (0.2647541671100735),3397 (1247),1.559317044450986 (0.21932205976951358)
O2,7352 (3795),1.8184167573449401 (0.049305499764596084),2703 (643),1.726600073991861 (0.3953365667732318),3259 (1385),1.6839521325559987 (0.09468697166450091)
O3,6569 (4578),1.7893895570101994 (0.0783327000993368),2709 (637),1.6773717238833519 (0.44456491688174093),3739 (905),1.6841401444236428 (0.09449895979685685)
