Special Purpose Gadget Introduction Data
Package Variant,Syscall Gadgets,Syscall Gadget Introduction Rate,JOP Dispatcher Gadgets,JOP Dispatcher Gadget Introduction Rate,JOP Dataloader Gadgets,JOP Dataloader Gadget Introduction Rate,JOP Initializer Gadgets,JOP Initializer Gadget Introduction Rate,JOP Trampoline Gadgets,JOP Trampoline Gadget Introduction Rate,COP Dispatcher Gadgets,COP Dispatcher Gadget Introduction Rate,COP Dataloader Gadgets,COP Dataloader Gadget Introduction Rate,COP Initializer Gadgets,COP Initializer Gadget Introduction Rate,COP Strong Trampoline Gadgets,COP Strong Trampoline Gadget Introduction Rate,COP Intra-stack Pivot Gadgets,COP Intra-stack Pivot Gadget Introduction Rate
O0,21, ,48, ,58, ,0, ,9, ,111, ,70, ,0, ,0, ,18
O1,12,75.0%,25,100.0%,50,98.0%,0,0.0%,3,100.0%,30,100.0%,47,100.0%,0,0.0%,0,0.0%,37,100.0%
O2,11,72.7%,31,100.0%,95,97.9%,0,0.0%,7,100.0%,32,100.0%,38,97.4%,0,0.0%,0,0.0%,9,88.9%
O3,20,85.0%,21,100.0%,74,98.6%,0,0.0%,5,100.0%,37,100.0%,37,100.0%,0,0.0%,0,0.0%,17,100.0%
