Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
O0,10,9,24,0,3,6,14,0,0,2
O0_fomit_frame_pointer,3 (7; 70.0%),4 (5; 55.6%),17 (7; 29.2%),0 (0; 0.0%),1 (2; 66.7%),4 (2; 33.3%),20 (-6; -42.9%),0 (0; 0.0%),0 (0; 0.0%),0 (2; 100.0%)
O0_tailcallelim,6 (4; 40.0%),20 (-11; -122.2%),25 (-1; -4.2%),0 (0; 0.0%),5 (-2; -66.7%),18 (-12; -200.0%),18 (-4; -28.6%),0 (0; 0.0%),0 (0; 0.0%),0 (2; 100.0%)
