Special Purpose Gadget Introduction Data
Package Variant,Syscall Gadgets,Syscall Gadget Introduction Rate,JOP Dispatcher Gadgets,JOP Dispatcher Gadget Introduction Rate,JOP Dataloader Gadgets,JOP Dataloader Gadget Introduction Rate,JOP Initializer Gadgets,JOP Initializer Gadget Introduction Rate,JOP Trampoline Gadgets,JOP Trampoline Gadget Introduction Rate,COP Dispatcher Gadgets,COP Dispatcher Gadget Introduction Rate,COP Dataloader Gadgets,COP Dataloader Gadget Introduction Rate,COP Initializer Gadgets,COP Initializer Gadget Introduction Rate,COP Strong Trampoline Gadgets,COP Strong Trampoline Gadget Introduction Rate,COP Intra-stack Pivot Gadgets,COP Intra-stack Pivot Gadget Introduction Rate
O0,1, ,4, ,19, ,0, ,1, ,15, ,20, ,0, ,0, ,1
O1,1,100.0%,4,100.0%,38,97.4%,0,0.0%,5,100.0%,8,100.0%,33,100.0%,0,0.0%,0,0.0%,2,100.0%
O2,12,91.7%,3,100.0%,44,97.7%,0,0.0%,2,100.0%,10,100.0%,32,100.0%,0,0.0%,0,0.0%,1,100.0%
O3,2,50.0%,2,100.0%,34,97.1%,0,0.0%,1,100.0%,9,100.0%,27,100.0%,0,0.0%,0,0.0%,0,0.0%
