Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O0,7 of 11,12 of 35,5 of 17
O0_fomit_frame_pointer,5 (2),13 (-1),3 (2)
O0_fshrink_wrap,7 (0),12 (0),5 (0)
