Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O2,349,1.689111747851003,77,1.8051948051948052,117,1.4786324786324787
O2-aggressive-instcombine,361 (-12),1.4598337950138505 (0.22927795283715247),38 (39),1.881578947368421 (-0.07638414217361578),96 (21),1.1875 (0.2911324786324787)
O2-argpromotion,351 (-2),1.4544159544159545 (0.23469579343504843),44 (33),1.6022727272727273 (0.20292207792207795),92 (25),1.1684782608695652 (0.3101542177629135)
O2-callsite-splitting,351 (-2),1.4544159544159545 (0.23469579343504843),44 (33),1.6022727272727273 (0.20292207792207795),92 (25),1.1684782608695652 (0.3101542177629135)
