Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,268,1.5559701492537314,50,1.64,64,1.90625
O1,300 (-32),1.8983333333333334 (-0.342363184079602),51 (-1),2.627450980392157 (-0.987450980392157),32 (32),1.28125 (0.625)
O2,353 (-85),1.745042492917847 (-0.18907234366411552),53 (-3),1.7169811320754718 (-0.07698113207547186),56 (8),2.392857142857143 (-0.4866071428571428)
O3,337 (-69),1.6676557863501484 (-0.11168563709641699),41 (9),1.5731707317073171 (0.06682926829268276),62 (2),2.024193548387097 (-0.11794354838709697)
