Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,387, ,268, ,50, ,64
O1,385,89.6%,300,87.3%,51,98.0%,32,100.0%
O2,474,92.8%,353,90.9%,53,98.1%,56,100.0%
O3,455,91.4%,337,89.3%,41,97.6%,62,98.4%
