Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,599, ,392, ,74, ,122
O0_fomit_frame_pointer,591,88.7%,413,86.4%,85,96.5%,84,91.7%
O0_fshrink_wrap,618,34.0%,390,27.7%,73,15.1%,141,57.4%
