Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,392,1.378826530612245,74,2.0,122,1.5368852459016393
O0_fomit_frame_pointer,413 (-21),1.5157384987893463 (-0.13691196817710138),85 (-11),2.2529411764705882 (-0.2529411764705882),84 (38),1.4464285714285714 (0.09045667447306793)
O0_fshrink_wrap,390 (2),1.3256410256410256 (0.05318550497121932),73 (1),1.9589041095890412 (0.041095890410958846),141 (-19),1.6028368794326242 (-0.06595163353098488)
