Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O1,413,1.6053268765133173,72,1.8541666666666667,97,1.5618556701030928
O1-constmerge,352 (61),1.5071022727272727 (0.09822460378604458),49 (23),1.8877551020408163 (-0.03358843537414957),98 (-1),1.4642857142857142 (0.0975699558173786)
O1-elim-avail-extern,352 (61),1.5071022727272727 (0.09822460378604458),49 (23),1.8877551020408163 (-0.03358843537414957),98 (-1),1.4642857142857142 (0.0975699558173786)
O1-gvn,352 (61),1.5127840909090908 (0.09254278560422646),46 (26),1.8478260869565217 (0.006340579710145011),89 (8),1.5561797752808988 (0.005675894822193994)
O1-inline,352 (61),1.5071022727272727 (0.09822460378604458),49 (23),1.8877551020408163 (-0.03358843537414957),98 (-1),1.4642857142857142 (0.0975699558173786)
O1-mldst-motion,352 (61),1.5071022727272727 (0.09822460378604458),49 (23),1.8877551020408163 (-0.03358843537414957),98 (-1),1.4642857142857142 (0.0975699558173786)
O1-slp-vectorizer,352 (61),1.5071022727272727 (0.09822460378604458),49 (23),1.8877551020408163 (-0.03358843537414957),98 (-1),1.4642857142857142 (0.0975699558173786)
