Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,8 of 11,28 of 35,11 of 17
O1-constmerge,8 (0),23 (5),10 (1)
O1-elim-avail-extern,8 (0),23 (5),10 (1)
O1-gvn,8 (0),22 (6),9 (2)
O1-inline,8 (0),23 (5),10 (1)
O1-mldst-motion,8 (0),23 (5),10 (1)
O1-slp-vectorizer,8 (0),23 (5),10 (1)
