Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,327,1.8134556574923548,55,2.2363636363636363,64,1.671875
O1,387 (-60),1.6175710594315245 (0.19588459806083036),52 (3),1.6730769230769231 (0.5632867132867132),117 (-53),1.3632478632478633 (0.3086271367521367)
O2,374 (-47),1.7286096256684491 (0.08484603182390571),79 (-24),1.3481012658227849 (0.8882623705408514),118 (-54),1.3601694915254237 (0.31170550847457634)
O3,378 (-51),1.6626984126984128 (0.15075724479394204),59 (-4),1.847457627118644 (0.3889060092449923),100 (-36),1.24 (0.431875)
