Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,448, ,327, ,55, ,64
O1,561,95.0%,387,95.3%,52,98.1%,117,93.2%
O2,572,95.8%,374,94.9%,79,98.7%,118,97.5%
O3,539,95.4%,378,94.7%,59,98.3%,100,97.0%
