Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O0,6 of 11,13 of 35,5 of 17
O1,9 (-3),18 (-5),8 (-3)
O2,7 (-1),22 (-9),8 (-3)
O3,7 (-1),24 (-11),8 (-3)
