Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,105,1.4666666666666666,7,2.5,0,0.0
O1,102 (3),1.4705882352941178 (-0.0039215686274511885),22 (-15),1.3636363636363635 (1.1363636363636365),3 (-3),3.1666666666666665 (-3.1666666666666665)
O2,123 (-18),1.5934959349593496 (-0.12682926829268304),19 (-12),2.3421052631578947 (0.1578947368421053),11 (-11),1.4545454545454546 (-1.4545454545454546)
O3,127 (-22),1.5984251968503937 (-0.13175853018372718),12 (-5),1.7083333333333333 (0.7916666666666667),2 (-2),0.0 (0.0)
