Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O3,318, ,203, ,29, ,85
O3-no-tail-call-elim,356,44.9%,206,29.1%,52,88.5%,95,53.7%
